,lp,DA,system,BEER,BERTr,CharacTER,EED,ESIM,LASIM,LEPORa,LP,Meteor++_2.0(syntax),Meteor++_2.0(syntax+copy),PReP,UNI,UNI+,USFD,USFD-TL,YiSi-0,YiSi-1,YiSi-1_srl,YiSi-2,YiSi-2_srl,ibm1-morpheme,ibm1-pos4gram,segid,testset,NIST,BLEU,chrF,sacreBLEU-BLEU,TER,CDER,sacreBLEU-chrF,WER,chrF+,PER,LEPORb,WMDO
135,gu-en,0.044000000000000004,NICT.6603,0.5082065851144746,0.7125228855788238,-0.6287651281267534,-0.4413778606681226,0.03927608915993313,,,,0.2819623895194138,0.2629973647656071,0.31156147364173226,,,,,0.572819813976378,0.68120425,0.660166779527559,0.623235188976378,,,,508.5,newstest2019,5.7207,0.1885,43.9311,0.1885,0.312,0.3637,44.8944,0.2782,44.6516,0.4907,,-0.294008620865
136,gu-en,-0.18899999999999997,online-G.0,0.47376712936931537,0.6186332487919199,-0.6970188574137509,-0.48121007830711215,-0.5396247577567505,,,,0.27262002766866356,0.2578897423767689,0.20432867057086615,,,,,0.5290938671259843,0.5919203661417324,0.5620213996062992,0.6198258267716537,,,,508.5,newstest2019,4.8346,0.1093,41.1438,0.1093,0.1638,0.2586,42.9706,0.1197,41.6449,0.4213,,-0.341393261804
137,gu-en,-0.192,IITP-MT.6824,0.4544510046060772,0.6331358346354774,-0.7085297459387391,-0.49666808463113316,-0.40934732446894345,,,,0.22997683747434672,0.2105262856647283,0.22559376250000004,,,,,0.507947091535433,0.5854822529527559,0.561484533464567,0.6234568789370079,,,,508.5,newstest2019,4.5397,0.111,37.2249,0.111,0.2201,0.2746,38.0365,0.1883,37.7844,0.4139,,-0.37553304192000003
138,gu-en,-0.27699999999999997,UdS-DFKI.6861,0.4486445116593698,0.6078207269604281,-0.719833691181616,-0.5071271535551806,-0.6351239882889901,,,,0.23583254854132965,0.21717271458720677,0.2244299599409449,,,,,0.4924833598425196,0.5579919133858268,0.5320472687007874,0.6159503061023622,,,,508.5,newstest2019,4.4886,0.1072,37.1391,0.1072,0.2021,0.2652,38.4045,0.1648,37.8587,0.4279,,-0.39755224464
139,gu-en,-0.29600000000000004,IIITH-MT.6688,0.42558044955606583,0.603161191993107,-0.7206982508732518,-0.5177668028577106,-0.5968685714073303,,,,0.21062626656013025,0.18962857020503093,0.21949813875000002,,,,,0.48659697047244094,0.5355653366141732,0.5130086663385827,0.6200873277559056,,,,508.5,newstest2019,4.0782,0.0967,32.6255,0.0967,0.1952,0.2415,32.2847,0.1768,33.1073,0.344,,-0.38692290456600004
140,gu-en,-0.598,Ju_Saarland.6525,0.42269317340437323,0.5968802607082945,-0.7337694116293696,-0.5498232765665908,-0.5011503312124423,,,,0.2183753118468554,0.1998947952066836,0.26660760935039374,,,,,0.42295669489173227,0.5564350679133858,0.5357466535433071,0.6817160698818897,,,,508.5,newstest2019,4.2033,0.1287,31.6066,0.1287,0.1812,0.2666,30.1596,0.1575,32.908,0.3714,,-0.45104294462300004
141,lt-en,0.23399999999999999,GTCOM-Primary.6998,0.6477553665001315,0.8476804243326187,-0.4036342544220277,-0.30106156107783316,0.5677374745104462,,,,0.3987120867086684,0.38353784790589446,0.6439471109,,,,,0.715033374,0.845293777,0.8259684009999999,0.721694953,,-422021.392569981,,548.17,newstest2019,8.087,0.364,62.7251,0.3784,0.5457,0.5688,63.8411,0.5138,63.3092,0.6749,0.6645904570241,-0.153302601041
142,lt-en,0.21600000000000003,tilde-nc-nmt.6881,0.6260439034031167,0.8306396690607071,-0.44524707493710025,-0.32885487801302227,0.5482748751025647,,,,0.37496020617587783,0.3572085509828488,0.6047367039000001,,,,,0.686659529,0.828918464,0.808760706,0.718217659,,-396021.48986564897,,548.17,newstest2019,7.7088,0.3262,59.7449,0.3315,0.5127,0.5319,60.4933,0.4792,60.2476,0.6458,0.6371999938017371,-0.18023512701799999
143,lt-en,0.213,NEU.6759,0.6355885159924209,0.8400273689627648,-0.42392056841538106,-0.31189294915273785,0.5561250993162393,,,,0.38862116334591085,0.37237057249790834,0.634341902,,,,,0.697996784,0.836612142,0.8168002019999999,0.722906429,,-380021.111126533,,548.17,newstest2019,7.7014,0.3342,61.2149,0.3547,0.5188,0.5493,62.3715,0.4832,61.9121,0.6713,0.654721876195725,-0.16278486660900002
144,lt-en,0.20600000000000002,MSRA.MASS.6945,0.6421983003614794,0.8409146919548511,-0.4132710036565662,-0.30628257224708794,0.534313981026411,,,,0.3920276523491492,0.3761167455831485,0.6420476553,,,,,0.704248892,0.838569393,0.8187411560000001,0.7248243480000001,,-352020.947551642,,548.17,newstest2019,7.8469,0.3467,62.0813,0.3656,0.5322,0.5605,63.3139,0.4981,62.7314,0.6756,0.661356864249545,-0.157614325703
145,lt-en,0.20199999999999999,tilde-c-nmt.6876,0.6191219479381195,0.8249413658976554,-0.4547327581235063,-0.3360306900786236,0.5284887904040515,,,,0.3690961844400149,0.3507482097265572,0.5928991920000001,,,,,0.680396136,0.8221516170000001,0.8017493529999999,0.718671698,,-383021.30828047596,,548.17,newstest2019,7.5749,0.3161,58.7031,0.3195,0.502,0.5202,59.2945,0.4683,59.2018,0.6328,0.629166353752457,-0.184775876205
146,lt-en,0.107,online-B.0,0.6115157984176142,0.8167509317398072,-0.48446025374214874,-0.3443347826264799,0.49049540582858026,,,,0.36387460602682237,0.34529942515227835,0.9092890456,,,,,0.67434808,0.809598454,0.7882315820000001,0.720997197,,-431021.14226223395,,548.17,newstest2019,7.5204,0.3049,57.5045,0.3071,0.483,0.5037,58.2911,0.4475,58.1618,0.624,0.619511681001244,-0.189116390812
147,lt-en,-0.055999999999999994,online-A.0,0.5860877955655499,0.7935197570323944,-0.5148950155332543,-0.3667301020398736,0.3624372043907642,,,,0.3427574847641019,0.3227668584867375,0.9281284574,,,,,0.646938308,0.777685474,0.755684488,0.7205132049999999,,-330020.780021751,,548.17,newstest2019,6.7544,0.2536,54.7219,0.2639,0.424,0.454,55.3511,0.388,55.2983,0.5903,0.595715589320068,-0.213688736583
148,lt-en,-0.059000000000000004,TartuNLP-c.6908,0.5783430157334194,0.7906369867622852,-0.516296483077838,-0.36916583515889945,0.31781143888272345,,,,0.3362369392476948,0.3157127571421016,0.49853180499999994,,,,,0.640273971,0.776353607,0.755000063,0.727845836,,-465021.956974407,,548.17,newstest2019,6.5629,0.2446,54.1481,0.2548,0.4249,0.4535,55.1356,0.3914,54.5472,0.5803,0.5772994995077061,-0.23443171794300002
149,lt-en,-0.284,online-G.0,0.5628388369783611,0.755226088821888,-0.566622952713004,-0.38828089109808206,0.042259653758257625,,,,0.3302113745597677,0.3116531914096425,0.4237106794,,,,,0.6214547130000001,0.7307976449999999,0.7064027519999999,0.730684313,,-550021.75248953,,548.17,newstest2019,6.3794,0.2078,52.3833,0.2177,0.3618,0.3978,53.3458,0.3209,52.9237,0.5677,0.569165949894038,-0.247095350992
150,lt-en,-0.337,JUMT.6616,0.4979182785951934,0.6957553888261319,-0.6463729962593023,-0.4634441492650658,0.02340011442452669,,,,0.27727575392622433,0.25666573897378375,0.4528156513,,,,,0.53924834126,0.6781392949999999,0.6563552690000001,0.6937667000000001,,-5316034.898665674,,548.17,newstest2019,5.4069,0.1755,43.3268,0.1765,0.2707,0.3461,43.4837,0.2417,43.9378,0.473,0.48040238344759895,-0.34182804744199996
151,lt-en,-0.396,online-X.0,0.5373427766600242,0.7449744075238705,-0.5862176516913632,-0.41473926742747425,0.049601481173187495,,,,0.3127286798879442,0.2910857392875855,0.44532682902500004,,,,,0.596953649,0.702383035,0.6781671499999999,0.709965824,,-481021.982052418,,548.17,newstest2019,6.2094,0.2123,48.1153,0.2138,0.3508,0.3824,48.1102,0.3214,48.6108,0.5069,0.5547082273904059,-0.26079721799100003
152,en-de,0.34700000000000003,Facebook_FAIR.6862,0.6702416022272996,,-0.35262191840568946,-0.2704848361222104,0.7431488881553591,0.9268730665748623,,2.4704401602403605,,,,0.5627951741161743,,0.662443264897346,0.7206039559339008,0.7382516549824738,0.8954648673009514,0.8766376289434152,0.8097865918878318,0.7739386154231347,-163768.18646297648,-2016559.6560481056,4656.064096144216,newstest2019,4.4074,0.1803,67.4353,0.4406,0.5817,0.6138,68.0522,0.5554,67.6233,0.7006,,
153,en-de,0.311,Microsoft-WMT19-sentence_document.6974,0.6761152964346633,,-0.34593377407856307,-0.26461934451674635,0.7497633063228792,0.9296998932749124,,2.3399704556835252,,,,0.5646588407511268,,0.6595979969954933,0.7238474712068103,0.7435483134702052,0.8974697981972959,0.8784466905358037,0.8121002318477716,0.776205995993991,-160262.7331299269,-1915908.4916825255,4656.064096144216,newstest2019,1.1421,0.1564,68.1141,0.4514,0.5887,0.621,68.6515,0.5629,68.2927,0.705,,
154,en-de,0.29600000000000004,Microsoft-WMT19-document-level.6808,0.6757385578697609,,-0.3463738903877749,-0.2648156965263356,0.7535587482464033,0.9283982618477716,,2.3805002503755635,,,,0.563713181362043,,0.6609539809714573,0.723750225338007,0.7431145363044568,0.8972425413119679,0.8779955673510266,0.8112632874311466,0.7753366269404106,-155255.27704410013,-1952463.3254547669,4656.064096144216,newstest2019,4.484,0.1861,68.1073,0.4517,0.5885,0.6205,68.6534,0.5632,68.2748,0.7052,,
155,en-de,0.214,MSRA.MADL.6926,0.6774879692655587,,-0.34471704815652954,-0.2654370925912487,0.7538794590842071,0.9316112612719079,,2.225861291937907,,,,0.5686094647656484,,0.6660846770155233,0.7228277416124187,0.7446914246369555,0.8964744141211818,0.877777778668002,0.8138365763645469,0.7776201867801702,-159261.07933160343,-1942448.0732444765,4656.064096144216,newstest2019,4.4495,0.1861,68.0557,0.4639,0.5995,0.6291,68.8283,0.5756,68.2442,0.7143,,
156,en-de,0.213,UCAM.6731,0.6683954345220117,,-0.35985649362372,-0.27877586367017737,0.7292750753034661,0.9284271686379569,,2.230486229344016,,,,0.5691284299749625,,0.6590067100650976,0.7228348522784177,0.7358747456184276,0.8927157325988984,0.8739107406109163,0.8126830781171759,0.7764535027541313,-153251.86841266652,-1878351.3590118473,4656.064096144216,newstest2019,4.3994,0.1807,66.4904,0.4458,0.5852,0.6138,67.123,0.5625,66.718,0.7013,,
157,en-de,0.20800000000000002,NEU.6763,0.6720008625450552,,-0.3548064072139811,-0.27381048693986676,0.7358787941826161,0.9304072602103155,,2.2663995993990986,,,,0.5661509585197797,,0.6605569854782172,0.7233973460190286,0.7390181882824237,0.8946824166249373,0.8759731492238356,0.8132484426639961,0.7772717175763646,-157758.73314775314,-1971992.063448937,4656.064096144216,newstest2019,4.4681,0.1844,67.041,0.4497,0.5917,0.6201,67.7084,0.5682,67.2409,0.7048,,
158,en-de,0.18899999999999997,MLLP-UPV.6651,0.6598928068632297,,-0.37164795041471654,-0.2837633994752709,0.7170969381836104,0.9291577528442664,,1.926442663995994,,,,0.5736404574511768,,0.6959140210315473,0.7440487230846269,0.7262865958938408,0.8902994827240862,0.8713105833750626,0.8111217250876315,0.7752077000500752,-158759.8579415388,-2093173.8779127977,4656.064096144216,newstest2019,4.3085,0.1741,65.4658,0.4284,0.5691,0.5982,66.4968,0.5442,65.7794,0.6895,,
159,en-de,0.13,eTranslation.6823,0.6633298595184521,,-0.3651101333543982,-0.2814244263648985,0.7149209005713396,0.9305259069904858,,2.3217681522283424,,,,0.565697144939409,,0.6660781672508763,0.721577466199299,0.7300338592889335,0.8914721251877816,0.8730445843765648,0.8120877801702554,0.7761123445167751,-168775.51622605007,-1938942.6112462704,4656.064096144216,newstest2019,4.3212,0.1755,66.093,0.4347,0.5755,0.605,66.7713,0.5514,66.2758,0.6937,,
160,en-de,0.11900000000000001,dfki-nmt.6479,0.6608935704938904,,-0.36355104497790053,-0.2817661934736841,0.720594139650285,0.9313834747771658,,1.9351116675012516,,,,0.5759577493309965,,0.6942299949924887,0.7452911367050575,0.72863760891337,0.8883698272408612,0.8696428157235854,0.8095730926389585,0.7735358462694042,-163767.3494297306,-2113204.2321891817,4656.064096144216,newstest2019,4.3448,0.1774,65.6095,0.4377,0.5654,0.5954,66.4492,0.542,65.9008,0.6846,,
161,en-de,0.094,online-B.0,0.6579629905279913,,-0.38446459072291833,-0.29157071034245624,0.7154593305220631,0.9202120590736105,,2.0168612919379068,,,,0.5707834193390086,,0.7035731096644967,0.7411011016524788,0.7248276494742113,0.8883804707060591,0.8690813179769654,0.8075525237856787,0.7708120455683525,-163266.54956276665,-2006042.6258990096,4656.064096144216,newstest2019,4.432,0.1807,64.6937,0.4195,0.5619,0.5866,65.3301,0.5396,65.0028,0.673,,
162,en-de,0.094,Microsoft-WMT19-sentence-level.6785,0.6699283213198024,,-0.35851095985506043,-0.2736873390765382,0.7047130098418577,0.9330706071807712,,2.289182774161242,,,,0.5644989426339508,,0.6559810215322985,0.7210919879819729,0.7364917040560841,0.8924425087631447,0.8729928507761643,0.8149800515773661,0.778101493740611,-169276.0471703921,-1913904.8248793224,4656.064096144216,newstest2019,4.4642,0.1846,67.0579,0.447,0.5814,0.612,67.7573,0.556,67.2629,0.7042,,
163,en-de,0.081,JHU.6819,0.6632560840676076,,-0.36358396062215365,-0.2812957207903846,0.7079780894365678,0.9335904413670505,,2.0763074611917878,,,,0.5700953380640962,,0.6715960941412118,0.7335540811216826,0.7303354937406109,0.8908417791687532,0.8719875383074611,0.8150364061091638,0.7789626589884827,-158259.45925123134,-1920414.7685537226,4656.064096144216,newstest2019,4.327,0.1761,66.0081,0.439,0.5789,0.6091,66.7868,0.555,66.2531,0.6972,,
164,en-de,0.077,Helsinki-NLP.6820,0.6620924272612205,,-0.37131640729791343,-0.28514701521311386,0.7025189365177058,0.9314016975763646,,2.1717721582373564,,,,0.5662255992208312,,0.6600103154732099,0.7224817726589885,0.7279919003505259,0.8891003335002504,0.8695261932899349,0.8139036504757136,0.7771938097145719,-160763.16637204157,-1927925.6168521065,4656.064096144216,newstest2019,4.3774,0.1777,65.7124,0.4303,0.5739,0.6011,66.3605,0.5495,65.8946,0.6896,,
165,en-de,0.038,online-Y.0,0.6673320678164076,,-0.362090581051135,-0.2809953966310213,0.7091283594639612,0.9345056464246371,,2.1540711066599902,,,,0.5695897500550826,,0.6653725087631447,0.7202412118177266,0.733756315953931,0.8905672523785678,0.8709795247871807,0.8164380480721082,0.7802628372558839,-161263.72115305607,-1920414.2207934593,4656.064096144216,newstest2019,4.4047,0.1793,66.1799,0.4344,0.582,0.6075,66.4378,0.5588,66.3968,0.6923,,
166,en-de,0.01,lmu-ctx-tf-single-en-de.6981,0.6529894315399148,,-0.38293729936870025,-0.2897906513023295,0.6720531254124902,0.9314924153730596,,2.2795923885828744,,,,0.5613696437936905,,0.6628526289434152,0.7206932398597897,0.7189968738107161,0.8857573019529295,0.8647106820230346,0.8145414737105657,0.7772076149223835,-184799.61213190036,-2106193.441008218,4656.064096144216,newstest2019,4.3336,0.1748,65.0074,0.4191,0.5568,0.5889,65.7571,0.5318,65.1958,0.6831,,
167,en-de,0.001,PROMT_NMT_EN-DE.6674,0.6420281830405016,,-0.39820758782188664,-0.30502939835432347,0.6454807129300548,0.9326216507561342,,1.9035603405107662,,,,0.5709974423665498,,0.6981428642964447,0.7391149223835753,0.7093192618928393,0.8807979754631948,0.8614543660490735,0.8127817866800201,0.7765513430145219,-155254.51839450377,-2089668.3714605102,4656.064096144216,newstest2019,4.1875,0.1639,62.7942,0.3881,0.5386,0.5688,63.2633,0.5136,63.1509,0.6601,,
168,en-de,-0.07200000000000001,online-A.0,0.6511779296862744,,-0.38416780587503996,-0.2932941346651043,0.6765304466114418,0.9283524106159239,,1.9838132198297447,,,,0.5708239715743616,,0.6935063094641963,0.7357626940410615,0.7192240600901352,0.885440604907361,0.8658316705057586,0.8107154752128193,0.774381296444667,-147743.25249395194,-2064130.1071756475,4656.064096144216,newstest2019,4.2303,0.1706,64.3615,0.4224,0.554,0.5873,65.6583,0.5296,64.6552,0.6792,,
169,en-de,-0.11900000000000001,online-G.0,0.6357110899879727,,-0.40415300632901635,-0.30961285797008403,0.6612521185484632,0.9271965106509765,,2.2099419128693043,,,,0.5717236020756135,,0.6628013019529294,0.7299491236855283,0.7089131482223334,0.8750537711567351,0.8528534041061592,0.8116464556835254,0.7736751962944417,-170276.91515650024,-2201335.099876339,4656.064096144216,newstest2019,4.3206,0.1726,61.6799,0.4027,0.5299,0.5509,61.9575,0.5079,61.844,0.6336,,
170,en-de,-0.129,UdS-DFKI.6871,0.6446918627878563,,-0.39738287009705076,-0.30259390518059476,0.6407877615629427,0.9266688110065098,,2.1763730595893844,,,,0.5617797133169754,,0.6618804707060593,0.7175457185778668,0.7107417150726089,0.8787225167751627,0.857787612919379,0.8115160035052579,0.7742774531797697,-174784.07654592337,-2044099.6409829154,4656.064096144216,newstest2019,4.2198,0.1678,63.4669,0.3988,0.5433,0.5736,63.6752,0.5179,63.7115,0.666,,
171,en-de,-0.132,TartuNLP-c.6508,0.6277793013686483,,-0.41095940962727284,-0.31601490069793525,0.6366440413814014,0.9288262832899349,,1.8517245868803205,,,,0.5719653303805708,,0.6930605408112169,0.7377999999999999,0.6924347020530797,0.8753771352028041,0.8550034216324487,0.8096658562844268,0.7733961271907862,-153251.619602332,-1979002.1596455292,4656.064096144216,newstest2019,4.102,0.1597,61.5025,0.3721,0.5235,0.5533,62.3293,0.5005,61.7942,0.6454,,
172,en-de,-0.4,online-X.0,0.6067728538787216,,-0.43374933376227814,-0.3334724275074884,0.5321305588830513,0.9367279445368052,,2.006808212318478,,,,0.5708366396414623,,0.6836686529794693,0.7188373560340511,0.6726066659989985,0.8575276344516776,0.8344728838257387,0.8051835067601402,0.7672568037055584,-143737.0610164752,-2120715.8476364636,4656.064096144216,newstest2019,3.6255,0.1301,58.5664,0.3233,0.4651,0.5046,58.8628,0.4414,58.8626,0.5963,,
173,en-de,-1.7690000000000001,en_de_task.6790,0.49900187949111774,,-0.6007904187564624,-0.44531585687923475,0.06795891947285532,0.8570583488632949,,3.1324787180771154,,,,0.5073171981497246,,0.6806941412118177,0.7316493740610917,0.5555436315022534,0.782604723084627,0.757821758637957,0.7543072498748122,0.7169942203304958,-315496.62020111765,-2091168.560493953,4656.064096144216,newstest2019,2.7876,0.0803,45.6297,0.1718,0.3367,0.3669,46.3964,0.3198,45.7783,0.4603,,
174,en-ru,0.506,Facebook_FAIR.6724,0.617155090865802,,-0.40388187519403707,-0.31248485413531535,0.6345581557551789,0.9146334233099649,,2.911779669504256,,,,0.49881529723585377,0.5220688142463695,0.3901149223835754,0.3188073610415624,0.7085727765147721,0.8825276885327992,,0.7657876504757135,,,,2019.848272408613,newstest2019,4.9576,0.2247,71.3104,0.3719,0.5267,0.5682,59.5507,0.5118,70.1303,0.6261,,
175,en-ru,0.332,USTC-MCC.6795,0.6079722317967874,,-0.4198127743923728,-0.32539485153111614,0.5976412523590107,0.9168948407260891,,2.814218327491237,,,,0.4990766091807712,0.5222641530295443,0.384250375563345,0.3169676014021031,0.699461561342013,0.8765577290936404,,0.768057067100651,,,,2019.848272408613,newstest2019,4.8717,0.2178,70.166,0.3547,0.5155,0.5545,58.0263,0.5004,68.9835,0.61,,
176,en-ru,0.27899999999999997,online-G.0,0.5992679734383699,,-0.433005255701366,-0.33719319274227433,0.5807809245239376,0.9147815471657487,,2.9311597396094142,,,,0.4958170782623936,0.5189619714672009,0.3829089634451678,0.3129263395092639,0.6908989530796195,0.870376197295944,,0.7668948622934402,,,,2019.848272408613,newstest2019,4.9059,0.2178,68.8348,0.3413,0.507,0.5372,56.8096,0.4933,67.4132,0.5878,,
177,en-ru,0.26899999999999996,online-B.0,0.5972529614072365,,-0.4343855288607439,-0.3405258824613223,0.5884689263583002,0.9123045083775664,,3.1940195292939406,,,,0.491322665338007,0.5133571483455184,0.38094772158237356,0.3021518277416124,0.6860432568853279,0.8714694161241864,,0.7638234366549825,,,,2019.848272408613,newstest2019,4.7574,0.2036,68.8301,0.3202,0.4951,0.5283,56.4801,0.4811,67.3174,0.5769,,
178,en-ru,0.223,NEU.6773,0.6022467418518823,,-0.42254816313926563,-0.33025841956536583,0.5782307722937114,0.9222510482573861,,2.7848067100650975,,,,0.49872709529794684,0.5220631552078118,0.3815800701051577,0.3110241362043064,0.6924219237356034,0.874602771156735,,0.7693567100650976,,,,2019.848272408613,newstest2019,4.7736,0.2114,69.6921,0.3462,0.5081,0.5495,57.3996,0.4942,68.4989,0.6069,,
179,en-ru,0.21899999999999997,PROMT_NMT_EN-RU.6989,0.5875599999138997,,-0.447864692130316,-0.3475663888738731,0.553335224318728,0.9172268311016525,,2.860207811717576,,,,0.4953737643034552,0.5183407003955934,0.394943565348022,0.31924481722583875,0.6767831316975463,0.8680532814221332,,0.765526561342013,,,,2019.848272408613,newstest2019,4.5933,0.1941,68.1374,0.3133,0.4835,0.5226,55.1579,0.4676,66.8183,0.5828,,
180,en-ru,0.156,online-Y.0,0.5878174155506973,,-0.44364690331153306,-0.3474765578854403,0.5584825859977558,0.9183247645117676,,3.1029849774661993,,,,0.488906555563345,0.5110440308963445,0.38469484226339506,0.31054651977966946,0.683309161742614,0.8690925162744116,,0.7674560075112669,,,,2019.848272408613,newstest2019,4.5905,0.1909,67.9859,0.302,0.4818,0.5171,55.2255,0.4681,66.4704,0.5675,,
181,en-ru,-0.188,rerank-er.6572,0.524606252505869,,-0.5030668322929351,-0.38696666989446576,0.4639190222872594,0.9225211608512769,,2.851313470205308,,,,0.49326831085327993,0.5164779323084627,0.37454206309464194,0.3064722583875814,0.6315776104907361,0.8538314591887832,,0.7814669574361542,,,,2019.848272408613,newstest2019,4.1289,0.1734,63.3983,0.2856,0.439,0.4825,51.3483,0.4245,62.1776,0.5411,,
182,en-ru,-0.268,online-A.0,0.5516242788815479,,-0.49662392985718895,-0.38453912102063753,0.4082014753800828,0.9210314916024036,,2.977824236354532,,,,0.4807105100781172,0.5004873323535303,0.3634950425638458,0.29964937406109166,0.6418418934401602,0.8460063134702053,,0.7639035538307462,,,,2019.848272408613,newstest2019,4.0337,0.1538,65.0094,0.2459,0.4227,0.4556,50.5605,0.4097,63.2247,0.5156,,
183,en-ru,-0.31,TartuNLP-u.6645,0.5432964343890112,,-0.50669943753671,-0.3922514465984244,0.4452059397500281,0.9167698136254382,,2.72665047571357,,,,0.49141572248072113,0.5134902579218829,0.3889185277916875,0.3207475212819229,0.6249742212368553,0.8472182749123685,,0.7648938432648974,,,,2019.848272408613,newstest2019,3.9511,0.1568,64.1151,0.2574,0.4042,0.4541,50.2885,0.3886,62.5555,0.5265,,
184,en-ru,-0.363,online-X.0,0.5428766745956219,,-0.5079490717959634,-0.39175588549401574,0.4166601113095958,0.9149904332348523,,2.943585378067101,,,,0.48401381492939416,0.50551868444667,0.3791787681522283,0.3161529293940912,0.6397263637956936,0.8355630806209314,,0.755321493740611,,,,2019.848272408613,newstest2019,4.1127,0.1593,63.711,0.2643,0.4075,0.4504,49.3051,0.3918,62.1492,0.5272,,
185,en-ru,-1.27,NICT.6563,0.3925676331385201,,-0.6957915171626986,-0.5857159528614553,0.06417023760029224,0.9466873398397597,,3.767680520781172,,,,0.4475371808242363,0.46792179444216325,0.3259881822734101,0.26335147721582375,0.4003292484376565,0.7929200936404608,,0.855170336504757,,,,2019.848272408613,newstest2019,2.4382,0.0856,38.7569,0.1431,0.2654,0.3058,32.0019,0.2555,38.1895,0.3596,,
186,en-fi,0.586,GTCOM-Primary.6917,0.5866655896866805,,-0.47624275176749925,-0.35846357798608625,0.8800238278068595,,,,,,,0.43899078761141713,,,,0.6284560976464698,0.850166174261392,,0.7462826850275414,,-725615.2003162004,,1459.127691537306,newstest2019,5.2051,0.2005,58.2551,0.2667,0.4309,0.4564,57.7295,0.4102,57.6823,0.5464,,
187,en-fi,0.57,MSRA.NAO.6985,0.5930138076215395,,-0.4625651185335194,-0.35052559554003715,0.9047948207723002,,,,,,,0.44329230599399094,,,,0.6351881627441162,0.8534017130696043,,0.7462671206810216,,-742139.8899196975,,1459.127691537306,newstest2019,5.3004,0.2118,59.3404,0.2855,0.445,0.4731,58.8205,0.4241,58.8008,0.5629,,
188,en-fi,0.275,online-Y.0,0.5643986692735381,,-0.5218108365926418,-0.3858670166788765,0.7902310593098003,,,,,,,0.43090154474511766,,,,0.6107005453179769,0.8408391897846771,,0.748903403104657,,-892364.8215547067,,1459.127691537306,newstest2019,4.8337,0.17,54.7182,0.2162,0.3837,0.4107,53.7776,0.3656,53.8953,0.4954,,
189,en-fi,0.19899999999999998,NICT.6359,0.565660808944866,,-0.5051415499575029,-0.3810258431086838,0.7975014761697947,,,,,,,0.4380835081321983,,,,0.6039372754131197,0.8385638422633951,,0.7502590981472208,,-731123.1152214902,,1459.127691537306,newstest2019,4.8304,0.1794,55.3622,0.2398,0.4007,0.433,54.8028,0.3832,54.8416,0.5189,,
190,en-fi,0.09,Helsinki_NLP.6860,0.5524421162251042,,-0.5304551877688115,-0.40000835227284304,0.7883199268631855,,,,,,,0.43728134433650473,,,,0.5869512835753631,0.8312649864797195,,0.7430299809714572,,-718103.2741801162,,1459.127691537306,newstest2019,4.6204,0.1639,53.1787,0.2173,0.3808,0.4115,52.5427,0.362,52.6729,0.502,,
191,en-fi,0.07200000000000001,online-G.0,0.545496970419707,,-0.5658239050821475,-0.4090161291804513,0.6962217796219883,,,,,,,0.42009588213570354,,,,0.5857947183775662,0.8254665403104656,,0.738745631947922,,-757160.6350507992,,1459.127691537306,newstest2019,4.4887,0.1559,52.0911,0.1993,0.3466,0.3787,50.1161,0.3294,51.4384,0.4686,,
192,en-fi,0.037000000000000005,online-B.0,0.5517473939526926,,-0.5308319951664884,-0.3964440405217704,0.7979114356352335,,,,,,,0.4399812659719579,,,,0.5878219213820731,0.8341162814221332,,0.748960015523285,,-687556.6625487051,,1459.127691537306,newstest2019,4.532,0.1585,53.2555,0.2108,0.372,0.4078,52.5526,0.3552,52.7423,0.4968,,
193,en-fi,-0.125,TartuNLP-c.6509,0.5346520402077851,,-0.5539968640801831,-0.41341897937700967,0.7721069717472424,,,,,,,0.43873934711767654,,,,0.5675377587381072,0.8252527285928895,,0.7441966850275412,,-686555.4438698317,,1459.127691537306,newstest2019,4.359,0.1465,51.4227,0.192,0.362,0.3911,50.4439,0.3443,50.8937,0.4773,,
194,en-fi,-0.384,online-A.0,0.5180428592704704,,-0.5855735214183156,-0.4323772855176934,0.49724418721845004,,,,,,,0.4098555503204807,,,,0.5490839709564346,0.8047839203805709,,0.749172798698047,,-725613.6059922043,,1459.127691537306,newstest2019,3.6947,0.1099,48.9899,0.1515,0.2876,0.3347,47.9793,0.2706,48.2705,0.4223,,
195,en-fi,-0.39799999999999996,online-X.0,0.49184376630800114,,-0.6338111426645617,-0.45576981883953077,0.5614177950417262,,,,,,,0.40637073597195794,,,,0.5486614932899349,0.780434513770656,,0.706230600901352,,-641986.3280561017,,1459.127691537306,newstest2019,4.2348,0.1359,45.0234,0.1789,0.2856,0.3198,43.3632,0.2717,44.3026,0.4058,,
196,en-fi,-0.522,Helsinki_NLP__rule-based_.6636,0.4904483562660006,,-0.5979268242899629,-0.4554767478229436,0.5195633090385896,,,,,,,0.4085891088562844,,,,0.5084022098147221,0.794302509764647,,0.7375837065598398,,-783201.9494105357,,1459.127691537306,newstest2019,3.1191,0.0708,45.7439,0.0961,0.2375,0.2835,45.1468,0.2226,44.7296,0.3797,,
197,en-fi,-1.26,apertium-fin-eng-unconstrained-en-fi.6448,0.41891673714546396,,-0.7049659254740462,-0.5468662340463544,0.028163130172893486,,,,,,,0.34699746119078617,,,,0.42784416174261397,0.7394029889834752,,0.7112220390585878,,-812747.9085827726,,1459.127691537306,newstest2019,2.11,0.0342,34.7032,0.0472,0.1438,0.2018,34.4583,0.1328,33.9845,0.2624,,
